index,OrderID,OrderDate,ShipDate,ShipMode,CustomerID
2423,US-2017-147669,12/25/2017,12/30/2017,Standard Class,SV-20935
2427,CA-2016-169922,6/11/2016,6/17/2016,Standard Class,MZ-17515
2430,CA-2017-100748,5/13/2017,5/20/2017,Standard Class,RB-19795
2431,CA-2017-129805,12/28/2017,1/2/2018,Standard Class,HM-14860
2432,CA-2014-148586,3/25/2014,4/1/2014,Standard Class,AZ-10750
2433,US-2017-112613,5/28/2017,6/1/2017,Standard Class,JH-15910
2434,CA-2015-154746,11/14/2015,11/17/2015,First Class,PJ-18835
2436,CA-2017-140053,7/3/2017,7/10/2017,Standard Class,CA-12265
2437,CA-2014-164210,11/18/2014,11/20/2014,Second Class,PW-19240
2439,CA-2017-139948,7/17/2017,7/22/2017,Standard Class,SW-20455
2440,CA-2016-146934,5/22/2016,5/27/2016,Standard Class,AF-10870
2446,CA-2015-100573,9/25/2015,10/1/2015,Standard Class,AM-10705
2447,CA-2016-119165,10/31/2016,11/6/2016,Standard Class,BD-11320
2448,CA-2015-128027,9/14/2015,9/17/2015,Second Class,CM-12385
2449,CA-2016-140207,11/5/2016,11/10/2016,Standard Class,CS-12400
2450,CA-2017-140949,3/17/2017,3/22/2017,Second Class,DB-13405
2459,CA-2017-138548,8/15/2017,8/21/2017,Standard Class,JG-15160
2460,CA-2015-142419,7/11/2015,7/13/2015,Second Class,SC-20380
2462,CA-2017-148691,12/3/2017,12/9/2017,Standard Class,CS-12460
2466,CA-2017-128755,5/4/2017,5/8/2017,Standard Class,MK-18160
2470,US-2016-135923,1/22/2016,1/28/2016,Standard Class,CM-11935
2473,CA-2016-114972,11/3/2016,11/6/2016,First Class,PF-19225
2477,CA-2017-102750,9/4/2017,9/8/2017,Second Class,GM-14695
2478,CA-2014-145212,9/13/2014,9/19/2014,Standard Class,DC-12850
2479,CA-2017-141992,6/19/2017,6/25/2017,Standard Class,FO-14305
2481,CA-2017-147956,12/24/2017,12/31/2017,Standard Class,AH-10210
2482,CA-2017-126067,8/28/2017,9/3/2017,Standard Class,KN-16705
2486,CA-2015-104514,1/2/2015,1/4/2015,Second Class,CB-12535
2489,CA-2015-141040,10/9/2015,10/13/2015,Second Class,TB-21250
2491,CA-2014-113579,12/13/2014,12/15/2014,Second Class,KD-16345
2492,CA-2014-144624,11/19/2014,11/23/2014,Standard Class,JM-15865
2493,CA-2016-146206,9/10/2016,9/14/2016,Second Class,KT-16480
2495,CA-2014-136644,6/16/2014,6/22/2014,Standard Class,SC-20575
2496,CA-2015-122371,9/26/2015,10/1/2015,Standard Class,BS-11800
2498,CA-2016-126935,5/19/2016,5/24/2016,Standard Class,BT-11395
2499,US-2017-133781,6/22/2017,6/23/2017,First Class,DC-12850
2500,CA-2017-131618,6/17/2017,6/20/2017,First Class,LS-17200
2503,CA-2016-149482,11/14/2016,11/19/2016,Standard Class,RR-19315
2504,CA-2014-143917,7/25/2014,7/27/2014,Second Class,KL-16645
2507,CA-2015-120397,7/2/2015,7/2/2015,Same Day,RB-19435
2508,CA-2017-163902,3/2/2017,3/8/2017,Standard Class,MY-17380
2510,CA-2016-136812,11/18/2016,11/23/2016,Standard Class,AW-10930
2511,CA-2015-102722,4/18/2015,4/19/2015,First Class,KW-16570
2512,CA-2017-155089,12/2/2017,12/6/2017,Standard Class,DB-12910
2513,CA-2016-124506,11/11/2016,11/17/2016,Standard Class,BB-11545
2515,CA-2014-106572,9/5/2014,9/10/2014,Standard Class,NP-18700
2516,CA-2014-128888,11/15/2014,11/22/2014,Standard Class,PB-19105
2517,CA-2017-123134,5/2/2017,5/7/2017,Standard Class,DW-13585
2518,CA-2016-124352,10/15/2016,10/21/2016,Standard Class,CD-12790
2524,CA-2015-124541,4/6/2015,4/10/2015,Standard Class,TT-21220
2529,CA-2014-108707,10/24/2014,10/29/2014,Standard Class,DB-12910
2530,CA-2014-111500,8/17/2014,8/21/2014,Standard Class,DJ-13510
2534,US-2017-117723,8/15/2017,8/18/2017,Second Class,DL-13495
2535,CA-2015-143238,9/6/2015,9/8/2015,First Class,LO-17170
2536,CA-2015-168746,1/27/2015,1/29/2015,Second Class,SV-20365
2539,CA-2015-113404,7/16/2015,7/16/2015,Same Day,EM-13810
2541,CA-2016-144792,4/30/2016,5/4/2016,Standard Class,KD-16615
2542,CA-2014-164385,9/26/2014,10/1/2014,Second Class,NB-18580
2543,US-2016-114174,9/8/2016,9/14/2016,Standard Class,AP-10720
2545,CA-2017-108070,4/16/2017,4/20/2017,Standard Class,JE-15745
2547,US-2015-128090,8/16/2015,8/22/2015,Standard Class,JM-15865
2551,CA-2017-101042,11/19/2017,11/23/2017,Standard Class,AB-10105
2553,CA-2016-155439,9/14/2016,9/18/2016,Standard Class,PN-18775
2554,CA-2016-118626,8/15/2016,8/20/2016,Standard Class,JC-15775
2555,CA-2015-111458,9/26/2015,9/30/2015,Standard Class,PF-19165
2556,US-2016-126844,10/8/2016,10/14/2016,Standard Class,BW-11110
2557,US-2015-112508,3/24/2015,3/30/2015,Standard Class,BP-11185
2558,CA-2015-147788,5/31/2015,6/4/2015,Standard Class,TM-21010
2561,CA-2015-144288,12/25/2015,12/31/2015,Standard Class,MB-17305
2563,CA-2015-110632,3/17/2015,3/22/2015,Second Class,HR-14830
2565,CA-2017-109589,12/21/2017,12/24/2017,First Class,BD-11635
2566,CA-2017-123967,11/1/2017,11/3/2017,Second Class,SF-20200
2568,CA-2017-148929,9/7/2017,9/11/2017,Standard Class,SP-20620
2569,CA-2017-134404,12/27/2017,12/27/2017,Same Day,DR-12880
2571,CA-2017-109778,7/16/2017,7/21/2017,Standard Class,VM-21685
2572,CA-2016-155845,8/12/2016,8/15/2016,Second Class,CM-12235
2573,CA-2017-145128,7/9/2017,7/14/2017,Standard Class,SM-20320
2574,CA-2014-129091,11/22/2014,11/27/2014,Standard Class,RA-19885
2578,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485
2585,CA-2015-121041,11/3/2015,11/10/2015,Standard Class,CS-12250
2586,CA-2017-131695,6/30/2017,7/6/2017,Standard Class,RA-19285
2588,CA-2016-137729,5/5/2016,5/9/2016,Standard Class,BF-11005
2590,US-2016-115455,9/8/2016,9/14/2016,Standard Class,SE-20110
2592,CA-2017-128300,11/24/2017,11/26/2017,Second Class,RS-19765
2594,CA-2017-149048,5/13/2017,5/17/2017,Standard Class,BM-11650
2599,CA-2017-108553,4/23/2017,4/29/2017,Standard Class,SK-19990
2601,CA-2016-165848,6/4/2016,6/4/2016,Same Day,EN-13780
2605,CA-2014-112718,12/16/2014,12/21/2014,Standard Class,KN-16450
2606,CA-2016-154053,3/4/2016,3/10/2016,Standard Class,MG-17890
2607,CA-2014-127446,11/25/2014,11/30/2014,Standard Class,MC-17590
2613,CA-2016-137204,4/28/2016,5/5/2016,Standard Class,BO-11350
2614,CA-2014-147298,4/26/2014,5/3/2014,Standard Class,AG-10300
2616,CA-2017-147942,4/1/2017,4/5/2017,Standard Class,MS-17365
2618,CA-2017-115931,12/22/2017,12/26/2017,Standard Class,JM-15655
2622,CA-2014-164861,12/3/2014,12/6/2014,Second Class,MC-17635
2623,CA-2017-127180,10/22/2017,10/24/2017,First Class,TA-21385
2627,US-2017-165344,11/13/2017,11/15/2017,First Class,SB-20290
2630,CA-2015-168186,9/10/2015,9/15/2015,Standard Class,AB-10150
2631,US-2017-110604,5/15/2017,5/20/2017,Standard Class,JF-15295
2634,CA-2015-116750,7/5/2015,7/10/2015,Second Class,BF-10975
2636,CA-2015-162369,8/15/2015,8/19/2015,Standard Class,TT-21265
2637,CA-2017-108441,6/12/2017,6/18/2017,Standard Class,SB-20170
2641,CA-2015-169740,2/20/2015,2/25/2015,Standard Class,LM-17065
2642,CA-2016-124051,12/29/2016,12/30/2016,First Class,KA-16525
2643,CA-2016-149111,4/17/2016,4/21/2016,Second Class,BF-11170
2645,CA-2014-131002,9/7/2014,9/12/2014,Second Class,TB-21400
2650,US-2016-146794,9/26/2016,10/1/2016,Standard Class,SH-19975
2651,CA-2017-112515,9/17/2017,9/21/2017,Second Class,AS-10225
2658,CA-2016-150343,8/16/2016,8/20/2016,Standard Class,PK-19075
2659,CA-2015-135538,12/24/2015,12/28/2015,Standard Class,HR-14830
2660,CA-2017-123372,11/28/2017,12/2/2017,Standard Class,DG-13300
2662,CA-2017-159604,4/14/2017,4/15/2017,First Class,CL-12700
2663,CA-2016-164784,5/1/2016,5/4/2016,First Class,HF-14995
2666,CA-2016-111794,10/1/2016,10/1/2016,Same Day,HG-15025
2668,US-2015-139759,8/25/2015,8/30/2015,Standard Class,NL-18310
2670,CA-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525
2674,CA-2017-136875,12/3/2017,12/3/2017,Same Day,TC-21295
2675,CA-2017-132185,11/27/2017,12/2/2017,Standard Class,DB-13615
2677,US-2014-160780,6/21/2014,6/21/2014,Same Day,SV-20785
2679,CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115
2684,CA-2017-137085,6/29/2017,7/6/2017,Standard Class,CT-11995
2685,CA-2016-133123,9/6/2016,9/11/2016,Standard Class,KB-16315
2687,US-2016-128195,8/4/2016,8/5/2016,First Class,RA-19285
2688,CA-2015-153220,11/12/2015,11/14/2015,First Class,YC-21895
2689,CA-2014-123064,6/30/2014,7/2/2014,First Class,RA-19915
2690,CA-2017-156412,12/4/2017,12/8/2017,Standard Class,CM-12160
2691,US-2016-144211,8/28/2016,9/2/2016,Standard Class,CS-12130
2693,CA-2016-138079,1/22/2016,1/28/2016,Standard Class,AJ-10795
2694,CA-2014-143182,10/15/2014,10/20/2014,Standard Class,DL-12865
2695,CA-2016-161662,2/7/2016,2/9/2016,First Class,BE-11410
2696,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320
2703,CA-2014-143413,5/24/2014,5/30/2014,Standard Class,RP-19390
2704,CA-2017-156818,7/11/2017,7/13/2017,Second Class,JD-16015
2705,CA-2017-155873,6/16/2017,6/21/2017,Standard Class,AB-10255
2708,CA-2015-121797,1/30/2015,2/6/2015,Standard Class,CC-12145
2710,US-2015-120572,12/11/2015,12/15/2015,Standard Class,GH-14425
2711,CA-2017-132430,10/9/2017,10/11/2017,First Class,CP-12085
2712,CA-2017-146031,7/29/2017,8/1/2017,Second Class,GM-14440
2713,CA-2014-110100,4/25/2014,4/29/2014,Standard Class,LC-16885
2714,CA-2015-103723,12/1/2015,12/6/2015,Standard Class,BT-11305
2715,CA-2014-127187,12/4/2014,12/8/2014,Standard Class,CP-12085
2716,CA-2017-128475,8/26/2017,9/1/2017,Standard Class,SC-20680
2717,CA-2014-100006,9/7/2014,9/13/2014,Standard Class,DK-13375
2718,CA-2017-144827,12/21/2017,12/27/2017,Standard Class,SE-20110
2719,CA-2014-110030,12/6/2014,12/8/2014,Second Class,LF-17185
2720,CA-2014-121286,11/4/2014,11/8/2014,Second Class,ON-18715
2722,CA-2016-164735,4/14/2016,4/19/2016,Second Class,TB-21400
2723,CA-2014-153479,10/4/2014,10/8/2014,Standard Class,DF-13135
2725,CA-2017-149888,11/7/2017,11/13/2017,Standard Class,EP-13915
2727,CA-2017-119193,12/22/2017,12/24/2017,First Class,SK-19990
2729,CA-2017-104801,2/13/2017,2/19/2017,Standard Class,FH-14350
2732,CA-2014-107594,7/2/2014,7/6/2014,Standard Class,EH-13945
2734,CA-2015-129770,2/21/2015,2/23/2015,Second Class,JE-15715
2735,CA-2015-115798,11/13/2015,11/19/2015,Standard Class,KL-16645
2739,CA-2017-122707,4/16/2017,4/18/2017,First Class,EB-13750
2741,CA-2016-165015,2/25/2016,2/27/2016,Second Class,BD-11725
2742,CA-2014-149244,11/4/2014,11/8/2014,Standard Class,MS-17530
2743,CA-2015-140144,6/20/2015,6/25/2015,Second Class,SC-20770
2745,CA-2017-163321,8/7/2017,8/11/2017,Second Class,FM-14380
2746,CA-2014-155887,5/12/2014,5/17/2014,Standard Class,KT-16480
2747,US-2015-165449,11/22/2015,11/26/2015,Standard Class,AP-10720
2748,CA-2015-110247,12/4/2015,12/8/2015,Standard Class,RH-19555
2749,US-2014-141257,6/8/2014,6/14/2014,Standard Class,CS-11950
2750,CA-2014-154669,8/8/2014,8/11/2014,Second Class,TM-21010
2751,CA-2014-158029,5/26/2014,5/30/2014,Standard Class,HF-14995
2752,CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515
2757,CA-2016-127775,6/11/2016,6/13/2016,Second Class,ES-14020
2758,CA-2016-146171,3/11/2016,3/15/2016,Standard Class,JP-16135
2760,CA-2014-129574,5/26/2014,5/29/2014,First Class,Dp-13240
2761,CA-2017-126536,10/12/2017,10/14/2017,First Class,NK-18490
2763,CA-2017-165757,6/22/2017,6/28/2017,Standard Class,PL-18925
2766,CA-2017-167752,1/15/2017,1/18/2017,First Class,RW-19690
2768,US-2015-122140,4/2/2015,4/7/2015,Standard Class,MO-17950
2771,CA-2016-163986,9/3/2016,9/10/2016,Standard Class,JJ-15445
2772,CA-2017-158967,12/10/2017,12/12/2017,First Class,BT-11680
2773,CA-2016-131576,11/22/2016,11/26/2016,Standard Class,RD-19585
2774,CA-2017-143455,11/11/2017,11/18/2017,Standard Class,ML-17755
2775,CA-2016-144729,10/21/2016,10/25/2016,Standard Class,JE-15745
2776,CA-2015-127019,12/21/2015,12/25/2015,Standard Class,ER-13855
2777,CA-2015-138534,7/17/2015,7/19/2015,Second Class,JM-15535
2778,CA-2017-108322,4/30/2017,5/5/2017,Standard Class,SS-20140
2780,CA-2017-167668,5/6/2017,5/8/2017,First Class,TC-21295
2781,CA-2017-146724,11/20/2017,11/27/2017,Standard Class,HG-15025
2782,CA-2016-139878,11/11/2016,11/16/2016,Standard Class,LD-17005
2783,US-2016-106677,11/5/2016,11/10/2016,Standard Class,AS-10285
2784,CA-2016-116974,10/9/2016,10/15/2016,Standard Class,MP-17965
2785,CA-2015-149972,9/21/2015,9/23/2015,First Class,CD-12790
2787,US-2014-117744,12/2/2014,12/6/2014,Standard Class,MD-17860
2790,CA-2014-125514,9/21/2014,9/22/2014,First Class,BM-11650
2793,CA-2014-154599,4/12/2014,4/17/2014,Standard Class,KN-16450
2797,CA-2017-158743,10/20/2017,10/27/2017,Standard Class,IG-15085
2800,CA-2016-153318,10/25/2016,10/28/2016,First Class,JS-15595
2801,US-2015-110163,11/1/2015,11/4/2015,First Class,GA-14725
2802,CA-2017-143329,11/3/2017,11/8/2017,Standard Class,DL-13330
2803,CA-2015-159380,5/12/2015,5/16/2015,Standard Class,CS-12505
2805,CA-2015-122623,9/7/2015,9/11/2015,Standard Class,CC-12145
2806,CA-2015-148635,7/25/2015,7/27/2015,Second Class,MH-18025
2810,CA-2015-135685,11/16/2015,11/18/2015,Second Class,MP-18175
2815,CA-2015-104626,9/1/2015,9/8/2015,Standard Class,DR-12940
2819,CA-2016-160500,5/5/2016,5/8/2016,First Class,DM-13015
2821,CA-2017-100202,12/31/2016,1/5/2017,Standard Class,BD-11620
2822,CA-2017-131016,9/18/2017,9/20/2017,First Class,DC-12850
2824,US-2014-112914,9/25/2014,9/30/2014,Standard Class,MT-18070
2828,CA-2016-124149,4/23/2016,4/26/2016,First Class,MJ-17740
2831,CA-2014-148915,11/1/2014,11/5/2014,Standard Class,ND-18370
2833,CA-2017-134649,1/26/2017,1/31/2017,Second Class,CA-11965
2835,CA-2017-110842,11/11/2017,11/16/2017,Standard Class,GA-14725
2838,CA-2016-147368,6/9/2016,6/12/2016,First Class,TC-21295
2839,US-2015-104185,9/3/2015,9/8/2015,Second Class,JB-15400
2840,US-2014-125521,3/14/2014,3/19/2014,Standard Class,CK-12325
2841,US-2017-135062,8/31/2017,9/4/2017,Second Class,RL-19615
2842,CA-2017-135650,3/23/2017,3/27/2017,Standard Class,AC-10660
2843,CA-2017-112865,5/18/2017,5/22/2017,Standard Class,BH-11710
2844,US-2016-162852,12/27/2016,12/31/2016,Standard Class,BG-11695
2845,CA-2017-138163,11/17/2017,11/20/2017,First Class,XP-21865
2846,CA-2017-152093,9/10/2017,9/15/2017,Standard Class,SN-20560
2847,CA-2017-157854,4/8/2017,4/15/2017,Standard Class,DM-13345
2849,CA-2016-123617,11/28/2016,12/3/2016,Standard Class,AJ-10780
2850,US-2016-128293,6/2/2016,6/5/2016,First Class,KC-16255
2851,CA-2017-107342,12/17/2017,12/22/2017,Standard Class,VF-21715
2852,CA-2016-136371,3/19/2016,3/21/2016,Second Class,SV-20935
2854,CA-2017-137344,8/20/2017,8/20/2017,Same Day,EM-13810
2855,CA-2017-169810,7/25/2017,7/31/2017,Standard Class,RB-19360
2856,CA-2016-128594,8/26/2016,8/29/2016,First Class,DJ-13510
2857,CA-2016-154690,8/15/2016,8/17/2016,Second Class,CC-12370
2858,CA-2017-138975,5/19/2017,5/23/2017,Standard Class,SC-20380
2862,CA-2017-106537,8/12/2017,8/17/2017,Standard Class,RH-19495
2863,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370
2867,CA-2016-115588,11/10/2016,11/12/2016,Second Class,AF-10885
2869,CA-2017-143861,6/12/2017,6/19/2017,Standard Class,LC-16885
2870,CA-2014-148040,3/22/2014,3/26/2014,Standard Class,BF-11275
2872,CA-2017-135167,6/15/2017,6/20/2017,Standard Class,SC-20800
2873,CA-2017-137022,11/16/2017,11/22/2017,Standard Class,SW-20275
2874,US-2017-102638,12/29/2017,12/31/2017,First Class,MC-17845
2875,US-2016-167339,1/21/2016,1/23/2016,Second Class,TD-20995
2877,CA-2016-152072,1/15/2016,1/19/2016,Standard Class,Dp-13240
2880,CA-2016-102932,9/19/2016,9/23/2016,Second Class,SD-20485
2882,CA-2014-165540,2/21/2014,2/25/2014,Standard Class,TM-21010
2883,CA-2016-130799,11/11/2016,11/16/2016,Second Class,BK-11260
2884,CA-2016-164483,1/30/2016,2/3/2016,Standard Class,JF-15490
2885,US-2016-159856,10/18/2016,10/22/2016,Standard Class,EP-13915
2886,CA-2017-102099,12/18/2017,12/19/2017,First Class,EP-13915
2889,CA-2017-164049,11/2/2017,11/6/2017,Standard Class,KH-16630
2890,CA-2014-142727,4/29/2014,5/1/2014,Second Class,HG-14845
2892,CA-2017-139913,10/23/2017,10/29/2017,Standard Class,JC-16105
2896,CA-2014-169033,3/30/2014,4/3/2014,Standard Class,KM-16720
2897,US-2016-164630,1/4/2016,1/9/2016,Standard Class,EB-13975
2898,US-2015-114839,4/26/2015,4/30/2015,Standard Class,PW-19240
2899,CA-2015-166464,9/12/2015,9/17/2015,Standard Class,PG-18895
2901,CA-2017-124898,9/11/2017,9/15/2017,Standard Class,DB-12910
2902,CA-2016-164035,6/12/2016,6/17/2016,Standard Class,CR-12730
2903,CA-2016-153577,6/27/2016,7/1/2016,Standard Class,KH-16330
2905,CA-2014-127586,9/26/2014,9/30/2014,Standard Class,CS-12400
2906,CA-2017-121615,11/3/2017,11/9/2017,Standard Class,DL-12925
2909,CA-2017-166415,2/19/2017,2/23/2017,Standard Class,ME-17725
2910,CA-2015-118444,11/5/2015,11/9/2015,Standard Class,VD-21670
2911,CA-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205
2914,CA-2015-134747,10/12/2015,10/17/2015,Second Class,DL-12925
2917,CA-2017-155047,8/27/2017,8/30/2017,First Class,SE-20110
2918,CA-2016-160129,11/23/2016,11/23/2016,Same Day,LS-17200
2921,CA-2017-164329,1/30/2017,1/30/2017,Same Day,MM-17920
2922,US-2015-141453,11/30/2015,12/3/2015,Second Class,DB-13270
2923,CA-2014-156993,6/28/2014,7/4/2014,Standard Class,RW-19630
2924,CA-2014-157721,9/2/2014,9/5/2014,First Class,JM-16195
2926,CA-2017-128629,7/10/2017,7/14/2017,Second Class,BP-11155
2927,CA-2017-158106,6/4/2017,6/10/2017,Standard Class,CT-11995
2928,US-2017-120390,10/19/2017,10/26/2017,Standard Class,TH-21550
2929,CA-2017-143434,11/18/2017,11/24/2017,Standard Class,ME-17320
2930,CA-2015-168564,8/8/2015,8/8/2015,Same Day,TT-21220
2933,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710
2940,CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150
2943,CA-2017-126242,11/19/2017,11/24/2017,Standard Class,MC-18100
2945,CA-2016-166443,11/4/2016,11/5/2016,First Class,LH-17020
2946,CA-2017-169859,12/14/2017,12/18/2017,Standard Class,MP-18175
2949,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140
2955,CA-2016-153353,8/18/2016,8/24/2016,Standard Class,GG-14650
2956,CA-2017-123638,6/27/2017,7/4/2017,Standard Class,MA-17995
2957,CA-2017-168900,5/4/2017,5/9/2017,Standard Class,SH-20395
2958,CA-2015-158456,12/24/2015,12/29/2015,Standard Class,KT-16465
2960,CA-2017-143665,4/26/2017,5/1/2017,Standard Class,PO-19180
2962,CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555
2966,CA-2014-162866,12/27/2014,12/31/2014,Standard Class,Co-12640
2968,CA-2017-167941,11/6/2017,11/9/2017,Second Class,JF-15565
2973,CA-2017-111808,12/16/2017,12/20/2017,Standard Class,AR-10510
2974,CA-2015-137512,5/7/2015,5/12/2015,Standard Class,AG-10675
2976,CA-2017-139773,12/4/2017,12/4/2017,Same Day,DV-13045
2977,CA-2017-134607,10/3/2017,10/8/2017,Second Class,HL-15040
2978,CA-2014-109232,1/13/2014,1/16/2014,Second Class,ND-18370
2979,CA-2015-139850,6/12/2015,6/17/2015,Standard Class,GB-14575
2981,CA-2014-131310,7/12/2014,7/18/2014,Standard Class,CL-12565
2983,US-2014-112872,12/6/2014,12/11/2014,Second Class,RC-19960
2985,CA-2016-139269,5/25/2016,5/30/2016,Standard Class,JB-16045
2988,CA-2016-139010,2/21/2016,2/26/2016,Second Class,MC-17635
2992,CA-2016-134376,10/2/2016,10/6/2016,Standard Class,TT-21265
2993,CA-2017-147291,3/11/2017,3/17/2017,Standard Class,MJ-17740
2994,CA-2016-112893,9/9/2016,9/13/2016,Second Class,AT-10735
2995,US-2014-150532,7/14/2014,7/21/2014,Standard Class,PB-19150
2996,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400
3002,CA-2015-130610,7/5/2015,7/10/2015,Standard Class,VP-21730
3003,CA-2017-104381,12/16/2017,12/23/2017,Standard Class,RD-19810
3004,CA-2016-131499,9/8/2016,9/10/2016,First Class,MG-17875
3005,CA-2014-148761,5/17/2014,5/21/2014,Standard Class,PA-19060
3006,CA-2017-116519,10/13/2017,10/15/2017,First Class,CR-12730
3007,CA-2014-130729,10/24/2014,10/29/2014,Standard Class,AA-10375
3008,CA-2016-124772,12/5/2016,12/6/2016,First Class,JG-15160
3009,CA-2016-115525,7/25/2016,7/29/2016,Standard Class,RR-19525
3010,CA-2017-134845,4/17/2017,4/23/2017,Standard Class,SR-20425
3015,US-2015-138919,9/17/2015,9/21/2015,Standard Class,LS-16975
3016,US-2016-160528,8/23/2016,8/30/2016,Standard Class,MH-18115
3019,CA-2015-123568,11/8/2015,11/14/2015,Standard Class,SC-20095
3023,CA-2017-124674,11/17/2017,11/23/2017,Standard Class,JB-16000
3024,CA-2015-164441,11/8/2015,11/13/2015,Standard Class,AC-10450
3026,CA-2017-169054,4/22/2017,4/26/2017,Standard Class,MO-17800
3027,CA-2014-106719,8/24/2014,8/24/2014,Same Day,RB-19645
3028,CA-2017-116855,12/17/2017,12/21/2017,Standard Class,AI-10855
3029,US-2016-164189,3/24/2016,3/28/2016,Standard Class,DR-12880
3030,CA-2015-168480,9/21/2015,9/27/2015,Standard Class,DM-12955
3032,US-2016-114293,11/21/2016,11/26/2016,Standard Class,JH-16180
3033,CA-2017-134173,9/16/2017,9/21/2017,Standard Class,AB-10060
3034,US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605
3039,CA-2017-101749,10/3/2017,10/8/2017,Standard Class,AS-10045
3040,US-2016-147991,5/5/2016,5/9/2016,Standard Class,ZD-21925
3041,CA-2017-149559,9/11/2017,9/12/2017,Same Day,KF-16285
3044,CA-2015-135174,4/30/2015,5/2/2015,Second Class,BP-11230
3045,CA-2017-125290,11/6/2017,11/10/2017,Second Class,CC-12430
3047,CA-2014-137351,9/30/2014,10/4/2014,Standard Class,DB-13615
3048,CA-2017-121419,4/2/2017,4/4/2017,First Class,TC-21475
3050,US-2017-148054,10/6/2017,10/11/2017,Standard Class,NZ-18565
3053,CA-2016-128517,4/9/2016,4/14/2016,Second Class,SW-20350
3055,US-2015-100377,8/28/2015,9/1/2015,Standard Class,TS-21370
3056,CA-2017-131492,10/19/2017,10/24/2017,Second Class,HH-15010
3060,CA-2016-144554,11/7/2016,11/12/2016,Standard Class,DM-13345
3061,CA-2017-127621,3/3/2017,3/7/2017,Standard Class,RE-19450
3062,CA-2015-145184,11/27/2015,11/29/2015,First Class,JD-16150
3064,CA-2017-106859,3/13/2017,3/18/2017,Second Class,BF-11215
3069,US-2017-120089,11/30/2017,11/30/2017,Same Day,ML-17755
3070,CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895
3073,CA-2016-125206,1/3/2016,1/5/2016,First Class,LR-16915
3074,CA-2015-126137,10/3/2015,10/8/2015,Standard Class,BS-11755
3075,CA-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375
3078,CA-2014-104780,5/21/2014,5/25/2014,Standard Class,BT-11530
